"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
663728,"Raleigh, Cal",1112,0.9040650406504065,790,"74.517157104",0.4514388489208634,0.2848101265822785,0.20233812949640287,0.15949367088607594,0.11330935251798561,"7.76837411",15,-17.90139181190604,322,0.289568345323741,339,0.30485611510791366
694671,"Langford, Wyatt",819,0.9029768467475193,630,"74.493879035",0.48229548229548236,0.31746031746031744,0.2442002442002442,0.18412698412698414,0.14163614163614163,"7.006870635",8,-14.795624118131407,189,0.23076923076923078,340,0.41514041514041516
621439,"Buxton, Byron",658,0.9050894085281981,460,"74.321311261",0.41793313069908816,0.31521739130434784,0.22036474164133737,0.1673913043478261,0.11702127659574468,"8.076933739",12,1.6972671093292986,198,0.3009118541033435,221,0.33586626139817627
671732,"Butler, Lawrence",725,0.9073842302878599,539,"74.192122248",0.4358620689655171,0.3209647495361781,0.2386206896551724,0.17625231910946196,0.1310344827586207,"7.071419655",12,0.005542341248048643,186,0.25655172413793104,272,0.37517241379310345
669127,"Langeliers, Shea",853,0.9152360515021459,621,"74.136804091",0.41969519343493555,0.3252818035426731,0.23681125439624853,0.17713365539452497,0.12895662368112543,"7.27794612",7,-6.486617166830542,232,0.2719812426729191,311,0.3645955451348183
624424,"Conforto, Michael",722,0.9058971141781681,554,"74.122102673",0.4293628808864265,0.3303249097472924,0.25346260387811637,0.17509025270758122,0.13434903047091412,"7.375714017",5,-13.343443901553348,168,0.23268698060941828,286,0.3961218836565097
547180,"Harper, Bryce",1094,0.9056291390728477,822,"74.035775174",0.41042047531992687,0.2798053527980535,0.21023765996343693,0.17396593673965938,0.13071297989031078,"7.28843511",13,-6.093196820588755,272,0.24862888482632542,358,0.3272394881170018
542303,"Ozuna, Marcell",1125,0.9065269943593876,773,"74.020913956",0.42488888888888904,0.3389391979301423,0.2328888888888889,0.20310478654592498,0.13955555555555554,"7.397909316",4,7.000651954727809,352,0.3128888888888889,377,0.33511111111111114
621566,"Olson, Matt",1239,0.9103600293901543,913,"73.798156554",0.3874092009685231,0.26506024096385544,0.19531880548829703,0.1511500547645126,0.11138014527845036,"7.347558337",11,-22.3194012003201,326,0.26311541565778856,373,0.30104923325262306
681297,"Cowser, Colton",900,0.9045226130653267,659,"73.761869811",0.40555555555555545,0.3110773899848255,0.22777777777777777,0.16995447647951442,0.12444444444444444,"6.932131678",23,-6.811725824328863,241,0.2677777777777778,309,0.3433333333333333
682998,"Carroll, Corbin",911,0.9128256513026052,723,"73.693149901",0.3688254665203074,0.34854771784232363,0.27661909989023054,0.1839557399723375,0.145993413830955,"7.020155741",5,-17.089090042084607,188,0.20636663007683864,414,0.4544456641053787
606466,"Marte, Ketel",850,0.9100642398286938,679,"73.683026329",0.4058823529411764,0.38144329896907214,0.30470588235294116,0.203240058910162,0.1623529411764706,"7.637226482",6,-2.3767792895551656,171,0.2011764705882353,347,0.4082352941176471
667670,"Rooker, Brent",1012,0.9100719424460432,699,"73.681734081",0.37154150197628455,0.32474964234620884,0.22430830039525693,0.18025751072961374,0.12450592885375494,"7.079576798",29,14.535180863127168,313,0.3092885375494071,345,0.3409090909090909
662139,"Varsho, Daulton",819,0.9089900110987791,605,"73.666904591",0.3443223443223445,0.2396694214876033,0.17704517704517705,0.11074380165289256,0.08180708180708181,"7.628742564",6,-22.621050402364922,214,0.2612942612942613,279,0.34065934065934067
679529,"Torkelson, Spencer",600,0.9049773755656109,455,"73.634255633",0.30333333333333334,0.2703296703296703,0.205,0.12747252747252746,0.09666666666666666,"7.53669815",10,-17.072651074744275,145,0.24166666666666667,205,0.3416666666666667
680776,"Duran, Jarren",1138,0.911128903122498,879,"73.600897627",0.36203866432337417,0.3003412969283277,0.23198594024604569,0.17747440273037543,0.13708260105448156,"7.557940193",21,8.23780981022438,259,0.22759226713532513,447,0.3927943760984183
642715,"Adames, Willy",1185,0.9066564651874521,861,"73.597868658",0.33248945147679326,0.29036004645760743,0.2109704641350211,0.13472706155632985,0.09789029535864979,"8.105363502",9,-7.24728388867754,324,0.27341772151898736,403,0.340084388185654
687401,"Ortiz, Joey",722,0.907035175879397,614,"73.431140609",0.3518005540166205,0.2703583061889251,0.2299168975069252,0.1270358306188925,0.10803324099722991,"7.528177784",8,-7.505803960129292,108,0.14958448753462603,311,0.4307479224376731
664040,"Lowe, Brandon",770,0.9005847953216374,545,"73.428831078",0.3597402597402598,0.30825688073394497,0.21818181818181817,0.1724770642201835,0.12207792207792208,"7.122046818",27,-6.537779490691077,225,0.2922077922077922,254,0.32987012987012987
592626,"Pederson, Joc",662,0.9006802721088435,508,"73.373093776",0.3716012084592145,0.28937007874015747,0.22205438066465258,0.1594488188976378,0.12235649546827794,"7.693515378",10,1.6659836016112262,154,0.2326283987915408,223,0.3368580060422961
663993,"Lowe, Nathaniel",903,0.905717151454363,736,"73.312846667",0.29346622369878184,0.2826086956521739,0.23034330011074197,0.15217391304347827,0.12403100775193798,"7.269485692",23,-14.399009782089099,167,0.1849390919158361,348,0.3853820598006645
664913,"Brown, Seth",685,0.9121171770972037,498,"73.30077019",0.28175182481751804,0.3092369477911647,0.22481751824817517,0.14457831325301204,0.10510948905109489,"7.207996745",14,-16.067615593607766,187,0.272992700729927,229,0.3343065693430657
666139,"Lowe, Josh",765,0.9053254437869822,522,"73.29749417",0.3267973856209151,0.28160919540229884,0.19215686274509805,0.13409961685823754,0.0915032679738562,"7.15005617",9,-10.982839155087285,243,0.3176470588235294,214,0.2797385620915033
607043,"Nimmo, Brandon",1047,0.9112271540469974,820,"73.268079542",0.34861509073543456,0.3097560975609756,0.24259789875835722,0.1548780487804878,0.12129894937917861,"7.293659799",15,-23.03073104548114,227,0.21680993314231137,376,0.35912129894937916
650490,"Díaz, Yandy",902,0.9092741935483871,788,"73.258058337",0.34368070953436813,0.36548223350253806,0.31929046563192903,0.21954314720812182,0.1917960088691796,"7.516551718",2,-19.205324583166643,114,0.12638580931263857,414,0.458980044345898
606192,"Hernández, Teoscar",1106,0.9050736497545008,744,"73.234489584",0.3173598553345389,0.2956989247311828,0.19891500904159132,0.18548387096774194,0.12477396021699819,"7.76168585",29,-2.595935644400899,362,0.32730560578661844,349,0.3155515370705244
521692,"Perez, Salvador",1143,0.9049881235154394,848,"73.219718478",0.3333333333333332,0.33608490566037735,0.24934383202099739,0.17570754716981132,0.13035870516185477,"7.930436465",15,-11.386407579136987,295,0.25809273840769903,420,0.3674540682414698
669357,"Gorman, Nolan",631,0.9001426533523538,418,"73.215730111",0.3026941362916007,0.2607655502392344,0.17274167987321712,0.14114832535885166,0.09350237717908082,"7.525039414",15,-12.369037512118494,213,0.3375594294770206,188,0.2979397781299525
592663,"Realmuto, J.T.",650,0.9103641456582633,493,"73.181228738",0.35692307692307684,0.2961460446247465,0.2246153846153846,0.16835699797160245,0.1276923076923077,"7.645098246",8,-4.868276130599707,157,0.24153846153846154,238,0.36615384615384616
694192,"Chourio, Jackson",860,0.9062170706006323,648,"73.151587767",0.3395348837209302,0.3441358024691358,0.2593023255813954,0.17746913580246915,0.13372093023255813,"7.370065977",22,-8.09172834412644,212,0.24651162790697675,349,0.40581395348837207
669911,"Toglia, Michael",752,0.909310761789601,507,"73.151217527",0.29255319148936176,0.3175542406311637,0.21409574468085107,0.1854043392504931,0.125,"7.540294561",21,-11.627204733568142,245,0.3257978723404255,234,0.31117021276595747
666160,"Moniak, Mickey",752,0.9060240963855422,539,"73.145357926",0.285904255319149,0.2820037105751391,0.20212765957446807,0.12987012987012986,0.09308510638297872,"7.685752686",10,-15.770385664965783,213,0.28324468085106386,256,0.3404255319148936
623993,"Santander, Anthony",1179,0.9076212471131639,950,"73.123204699",0.3375742154368108,0.2768421052631579,0.22307039864291772,0.13894736842105262,0.11195928753180662,"7.246136353",5,-1.2074037198402605,229,0.19423240033927056,424,0.359626802374894
681624,"Pages, Andy",764,0.9030732860520094,573,"73.067130903",0.27748691099476447,0.28097731239092494,0.2107329842931937,0.14136125654450263,0.10602094240837696,"7.730661453",11,-17.877650100368246,191,0.25,266,0.3481675392670157
664238,"Moore, Dylan",658,0.9026063100137174,508,"73.045319894",0.2781155015197567,0.26968503937007876,0.20820668693009117,0.10826771653543307,0.08358662613981763,"7.119954529",16,-22.3306501146619,150,0.22796352583586627,228,0.3465045592705167
673548,"Suzuki, Seiya",852,0.9015873015873016,655,"72.961616256",0.3497652582159625,0.33435114503816793,0.25704225352112675,0.1801526717557252,0.13849765258215962,"7.191845869",17,12.458452546236083,197,0.2312206572769953,327,0.38380281690140844
502110,"Martinez, J.D.",842,0.9005347593582887,592,"72.944651686",0.28503562945368155,0.28378378378378377,0.1995249406175772,0.14020270270270271,0.09857482185273159,"8.414047387",29,-19.370920339831343,250,0.29691211401425177,254,0.3016627078384798
647304,"Naylor, Josh",984,0.9035812672176309,788,"72.882070254",0.3272357723577236,0.3413705583756345,0.2733739837398374,0.15862944162436549,0.12703252032520326,"7.636446758",11,-12.508264607879397,196,0.1991869918699187,410,0.4166666666666667
680777,"Jeffers, Ryan",751,0.9004796163069544,592,"72.880538256",0.340878828229028,0.27364864864864863,0.21571238348868177,0.13344594594594594,0.1051930758988016,"7.466496245",23,-3.0181260845524323,159,0.21171770972037285,297,0.3954727030625832
571745,"Haniger, Mitch",644,0.9006993006993007,448,"72.875906165",0.2608695652173913,0.3482142857142857,0.2422360248447205,0.16517857142857142,0.11490683229813664,"7.097615807",22,-25.712273425628112,196,0.30434782608695654,231,0.358695652173913
669004,"Melendez, MJ",845,0.9095801937567277,603,"72.792025846",0.32662721893491126,0.296849087893864,0.2118343195266272,0.15091210613598674,0.1076923076923077,"7.662310651",14,-33.100555792577985,242,0.2863905325443787,265,0.3136094674556213
668227,"Arozarena, Randy",964,0.900093370681606,705,"72.744876328",0.33402489626556003,0.32907801418439714,0.24066390041493776,0.15886524822695036,0.11618257261410789,"7.383195456",15,-12.680310544492611,259,0.26867219917012447,347,0.3599585062240664
457705,"McCutchen, Andrew",768,0.9024676850763808,570,"72.73770125",0.25260416666666663,0.312280701754386,0.23177083333333334,0.14912280701754385,0.11067708333333333,"7.604203438",11,-11.451793316991544,198,0.2578125,291,0.37890625
672284,"Kelenic, Jarred",729,0.9033457249070632,492,"72.685177586",0.24828532235939652,0.3475609756097561,0.2345679012345679,0.16463414634146342,0.1111111111111111,"7.3112531",18,-17.705968770043857,237,0.32510288065843623,244,0.3347050754458162
657757,"Sheets, Gavin",838,0.9020452099031216,670,"72.671415788",0.2971360381861574,0.282089552238806,0.22553699284009546,0.12686567164179105,0.10143198090692124,"7.568178974",27,-25.172714001644973,168,0.20047732696897375,320,0.3818615751789976
502054,"Pham, Tommy",694,0.910761154855643,552,"72.631410072",0.21757925072046114,0.3677536231884058,0.29250720461095103,0.1793478260869565,0.14265129682997119,"6.876284524",14,-10.365531568547611,142,0.20461095100864554,307,0.4423631123919308
665161,"Peña, Jeremy",1028,0.9089301503094607,776,"72.620449883",0.22470817120622572,0.33762886597938147,0.25486381322957197,0.14948453608247422,0.11284046692607004,"7.635290282",13,-23.101564726738705,252,0.245136186770428,435,0.42315175097276264
673237,"Diaz, Yainer",1049,0.905090595340811,809,"72.546397312",0.23641563393708298,0.34487021013597036,0.2659675881792183,0.17181705809641531,0.1325071496663489,"7.415760648",17,-8.0520216993133,240,0.22878932316491898,427,0.4070543374642517
646240,"Devers, Rafael",1009,0.9033124440465533,718,"72.535230803",0.27948463825569875,0.32729805013927576,0.23290386521308226,0.1935933147632312,0.1377601585728444,"7.446743122",24,-6.2350675694101625,291,0.288404360753221,331,0.3280475718533201
641857,"McMahon, Ryan",1069,0.9043993231810491,763,"72.514073181",0.2628624883068288,0.3132372214941022,0.2235734331150608,0.16382699868938402,0.11693171188026193,"7.206047343",28,-27.358012675041323,306,0.2862488306828812,334,0.3124415341440599
502671,"Goldschmidt, Paul",1111,0.9091653027823241,824,"72.484165446",0.24302430243024292,0.33495145631067963,0.24842484248424843,0.1796116504854369,0.1332133213321332,"7.750873987",10,-10.890342368230339,287,0.2583258325832583,388,0.34923492349234925
642350,"Siri, Jose",738,0.9,455,"72.470020407",0.2723577235772357,0.2725274725274725,0.16802168021680217,0.14945054945054945,0.0921409214092141,"7.842158293",20,-15.407610593238037,283,0.38346883468834686,206,0.2791327913279133
596019,"Lindor, Francisco",1116,0.9102773246329527,857,"72.428487966",0.235663082437276,0.3733955659276546,0.2867383512544803,0.18203033838973162,0.13978494623655913,"7.565374659",13,-6.786468346069106,259,0.23207885304659498,439,0.39336917562724016
669224,"Wells, Austin",686,0.9038208168642952,510,"72.426270671",0.21720116618075802,0.3137254901960784,0.23323615160349853,0.1627450980392157,0.12099125364431487,"7.40460379",11,-16.53032457760477,176,0.2565597667638484,244,0.3556851311953353
656811,"O'Hearn, Ryan",785,0.9127906976744186,658,"72.374679478",0.24331210191082817,0.3373860182370821,0.28280254777070063,0.14893617021276595,0.12484076433121019,"7.138562127",6,-10.344493782457482,127,0.16178343949044585,344,0.43821656050955415
516782,"Marte, Starling",577,0.9086614173228347,412,"72.355358873",0.2547660311958405,0.33980582524271846,0.24263431542461006,0.17718446601941748,0.1265164644714038,"7.28494851",11,-11.91802963477232,165,0.28596187175043325,218,0.3778162911611785
664023,"Happ, Ian",1071,0.9060913705583756,783,"72.353144332",0.23716153127917833,0.31800766283524906,0.23249299719887956,0.15070242656449553,0.11017740429505135,"6.958679944",18,-26.3605135811451,288,0.2689075630252101,357,0.3333333333333333
608369,"Seager, Corey",820,0.9050772626931567,642,"72.28371272",0.20853658536585362,0.3333333333333333,0.26097560975609757,0.19470404984423675,0.1524390243902439,"6.646551415",14,-3.0124957778705803,178,0.21707317073170732,318,0.3878048780487805
682928,"Abrams, CJ",1024,0.9022026431718062,794,"72.244802256",0.2392578125,0.31863979848866497,0.2470703125,0.13476070528967254,0.1044921875,"7.503694268",32,-18.94988637570357,230,0.224609375,379,0.3701171875
664761,"Bohm, Alec",891,0.9054878048780488,741,"72.241152671",0.21661054994388326,0.3913630229419703,0.3254769921436588,0.18758434547908232,0.15600448933782268,"7.391298283",9,-4.290347363118843,150,0.16835016835016836,415,0.4657687991021324
553993,"Suárez, Eugenio",1025,0.9030837004405287,742,"72.206414663",0.21463414634146344,0.30727762803234504,0.2224390243902439,0.1495956873315364,0.10829268292682927,"7.782131385",34,-2.318725684255862,283,0.2760975609756098,352,0.3434146341463415
701538,"Merrill, Jackson",1034,0.9046369203849519,841,"72.182788066",0.2156673114119923,0.3055885850178359,0.24854932301740812,0.15101070154577884,0.12282398452611218,"7.527392515",27,1.4709428247838183,193,0.18665377176015474,384,0.3713733075435203
666181,"Benson, Will",650,0.9027777777777778,407,"72.081767569",0.20769230769230773,0.257985257985258,0.16153846153846155,0.10319410319410319,0.06461538461538462,"7.873000677",17,-21.915572938885006,243,0.37384615384615383,160,0.24615384615384617
657557,"DeJong, Paul",936,0.9087378640776699,634,"72.040205192",0.15491452991452992,0.2697160883280757,0.18269230769230768,0.11987381703470032,0.0811965811965812,"6.899971143",11,-19.290413108653315,302,0.32264957264957267,274,0.29273504273504275
657136,"Wong, Connor",822,0.9032967032967033,595,"72.013196338",0.17518248175182485,0.29411764705882354,0.21289537712895376,0.13277310924369748,0.09610705596107055,"7.344921946",11,-4.471685067518865,227,0.2761557177615572,294,0.35766423357664234
666969,"García, Adolis",1106,0.9013854930725347,749,"71.950524412",0.22965641952983734,0.33377837116154874,0.22603978300180833,0.16421895861148197,0.1112115732368897,"7.856444186",14,-38.775594362790955,357,0.3227848101265823,359,0.32459312839059673
665862,"Chisholm Jr., Jazz",924,0.9094488188976378,650,"71.9478004",0.23268398268398255,0.32461538461538464,0.22835497835497837,0.15076923076923077,0.10606060606060606,"7.493207803",11,-16.10341473568989,274,0.29653679653679654,313,0.33874458874458874
641487,"Crawford, J.P.",651,0.9066852367688022,524,"71.92572616",0.23195084485407066,0.2900763358778626,0.23348694316436253,0.12213740458015267,0.09831029185867896,"7.270289616",5,-27.24529397171628,127,0.19508448540706605,250,0.38402457757296465
543807,"Springer, George",949,0.9003795066413662,730,"71.899028599",0.22339304531085355,0.33013698630136984,0.25395152792413067,0.15205479452054796,0.11696522655426765,"7.431501517",24,-26.207481701635793,219,0.23076923076923078,367,0.38672286617492097
592206,"Castellanos, Nick",1144,0.9064976228209192,809,"71.872110096",0.22814685314685315,0.33250927070457353,0.23513986013986013,0.12360939431396786,0.08741258741258741,"7.581908191",12,-19.147481301497482,335,0.2928321678321678,413,0.361013986013986
669016,"Marsh, Brandon",700,0.9032258064516129,522,"71.857754657",0.14857142857142863,0.3333333333333333,0.24857142857142858,0.15134099616858238,0.11285714285714285,"7.200098443",4,-5.004955133298914,178,0.2542857142857143,243,0.34714285714285714
668901,"Vientos, Mark",761,0.9091995221027479,512,"71.824719895",0.2063074901445468,0.35546875,0.23915900131406045,0.193359375,0.13009198423127463,"7.57273477",18,4.969902857185624,249,0.3272010512483574,253,0.3324572930354796
641584,"Fraley, Jake",661,0.9030054644808743,528,"71.807234508",0.19969742813918304,0.25757575757575757,0.20574886535552195,0.07196969696969698,0.057488653555219364,"7.076663011",1,-22.303027785820944,133,0.20121028744326777,251,0.37972768532526474
650559,"De La Cruz, Bryan",1074,0.9025210084033614,781,"71.777762104",0.19832402234636862,0.3265044814340589,0.23743016759776536,0.1267605633802817,0.09217877094972067,"7.693105475",20,-23.18656911069919,293,0.27281191806331473,374,0.34823091247672255
467793,"Santana, Carlos",892,0.9055837563451776,698,"71.760669215",0.1939461883408072,0.36103151862464183,0.2825112107623318,0.1361031518624642,0.10650224215246637,"7.572571502",8,-27.70837027093597,194,0.21748878923766815,373,0.41816143497757846
672820,"Sosa, Lenyn",642,0.9029535864978903,520,"71.749813629",0.1697819314641745,0.3326923076923077,0.26947040498442365,0.125,0.10124610591900311,"7.364401184",6,-17.33262886810971,122,0.19003115264797507,259,0.40342679127725856
621020,"Swanson, Dansby",991,0.9041970802919708,725,"71.734416034",0.12815338042381427,0.33379310344827584,0.24419778002018164,0.15448275862068966,0.11301715438950555,"7.440274178",22,-23.031170872459036,266,0.2684157416750757,354,0.35721493440968716
668709,"Bleday, JJ",961,0.9023474178403755,728,"71.727744912",0.16545265348595226,0.35027472527472525,0.26534859521331944,0.15521978021978022,0.11758584807492195,"7.284254246",24,-20.647572800344776,233,0.24245577523413112,397,0.413111342351717
663898,"Rodgers, Brendan",802,0.9011235955056179,612,"71.721874327",0.25187032418952615,0.315359477124183,0.24064837905236908,0.1437908496732026,0.10972568578553615,"7.142056933",26,-7.296323241324222,190,0.23690773067331672,301,0.37531172069825436
686469,"Pasquantino, Vinnie",872,0.9121338912133892,754,"71.714453578",0.19839449541284404,0.3713527851458886,0.3211009174311927,0.16312997347480107,0.14105504587155962,"7.400608096",10,-6.037720749129485,118,0.1353211009174312,391,0.44839449541284404
657041,"Thomas, Lane",774,0.9020979020979021,615,"71.690386305",0.16925064599483203,0.32682926829268294,0.2596899224806202,0.15284552845528454,0.12144702842377261,"6.758526589",19,-7.915007050378255,159,0.2054263565891473,310,0.4005167958656331
595777,"Profar, Jurickson",974,0.9035250463821892,815,"71.684922772",0.2268993839835729,0.3239263803680982,0.27104722792607805,0.12883435582822086,0.10780287474332649,"7.345409045",12,-18.98904300856699,159,0.16324435318275154,364,0.3737166324435318
663697,"India, Jonathan",830,0.9041394335511983,683,"71.674284398",0.2216867469879517,0.3074670571010249,0.25301204819277107,0.12445095168374817,0.10240963855421686,"7.168758614",25,-19.20236617010409,147,0.17710843373493976,341,0.4108433734939759
